id,code,name,category,brand,spec,weight_kg,category_type,ingredients,cut,strength,blend,flavor,price_usd,price_rmb,lineation_price,total_stock,sales_num,in_stock,stock_warning,subtitle,is_multiple,description,image,sku_details
2296,TO32786,馬霸選擇#05 芳香 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,"弗吉尼亞煙草、白肋煙、卡文迪什（Virginia, Burley, Cavendish）",精細切割,輕柔,,,4.62,31,0,895,1867,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/e8001c5f-462f-4b23-8683-3a2761ce4b79.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 851}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 44}]"
2158,TO32778,巴厘絲 濃郁弗吉尼亞 (帶紙),手卷丝,,0.04kg/pack*1,0.058 kg/包,手卷絲,維吉尼亞煙草,精細長切絲,中等偏上,,,7.08,48,0,809,3128,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260211/79fb043c-50ae-4062-9e6e-83a83d635cba.jpg,"[{""spec"": ""0.04kg/pack*1"", ""price_usd"": 7.08, ""stock"": 732}, {""spec"": ""0.04kg/pack*5"", ""price_usd"": 34.39, ""stock"": 77}]"
2460,TO32865,阿姆斯特丹 薄荷冰爽 (帶紙),手卷丝,,0.025kg/pack*1,0.043 kg/包,,,,,,,4.15,28,0,544,327,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/b4291194-e945-4f70-8cb7-f765b4cca5e7.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 4.15, ""stock"": 541}, {""spec"": ""0.025kg/pack*5"", ""price_usd"": 19.8, ""stock"": 3}]"
2297,TO32744,馬霸選擇#16 黑巧克力 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,白肋煙、弗吉尼亞煙草,精細切割（Feinschnitt）,輕柔,,,4.62,31,0,472,2338,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/2421ed2d-940c-4302-9bef-886224263644.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 468}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 4}]"
2300,TO32797,馬霸選擇#210 蘋果 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙,精細切割,輕柔,,,4.62,31,0,461,2714,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/e9dcc257-e102-48b7-8d60-49e9ec16cb72.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 447}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 14}]"
2299,TO32796,馬霸選擇#225 香草 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙、東方煙草,精細切割（絲切）,輕柔,,,4.62,31,0,460,2554,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/399ac636-fa4d-4cad-b726-0f61b2a7753b.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 450}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 10}]"
2304,TO32798,馬霸選擇#247 葡萄 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,黑板煙、維吉尼亞,絲帶狀切割,輕柔,,,4.62,31,0,436,3476,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/d64d1e13-50a2-4945-94a9-cf75e64ea6a1.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 427}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 9}]"
2306,TO32801,馬霸選擇#237 櫻桃 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,黑板煙、亮色維吉尼亞,絲帶狀切割,輕柔,,,4.62,31,0,433,1937,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/b7ba1fa2-b5ce-4507-ab9d-ee348277d999.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 428}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 5}]"
2301,TO32787,馬霸選擇#251 雙薄荷 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙,精細切割,輕柔至中等,,,4.62,31,0,433,2215,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/869967e4-ca60-4007-b28d-04172069fbea.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 427}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 6}]"
2461,TO32869,PS NUMBER 93 阿姆斯特丹 手捲 (袋裝 帶紙),手卷丝,,0035g/pack*1,0.05 kg/包,,,,,,,6.13,42,0,418,1509,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/8d8dbe49-9426-44e2-be56-4e34a42c8b35.jpg,"[{""spec"": ""0035g/pack*1"", ""price_usd"": 6.13, ""stock"": 394}, {""spec"": ""0035g/pack*5"", ""price_usd"": 29.71, ""stock"": 24}]"
2309,TO32795,阿姆斯特丹 香草冰爽 (帶紙),手卷丝,,0.025kg/pack*1,0.043 kg/包,手卷絲,"維吉尼亞煙草、白肋煙、黑板煙（Virginia, Burley, Black Cavendish）",精細切割,輕柔至中等,,,4.15,28,0,416,1952,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/83a5b237-e111-458d-990c-87608955a9d9.jpg,"[{""spec"": ""0.025kg/pack*1"", ""price_usd"": 4.15, ""stock"": 415}, {""spec"": ""0.025kg/pack*5"", ""price_usd"": 19.8, ""stock"": 1}]"
2465,TO32872,PS NUMBER 95 斯德哥爾摩 混合 (袋裝 帶紙),手卷丝,,0.035kg/pack*1,0.05 kg/包,,,,,,,6.13,42,0,316,1483,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/e59f3a53-4ec9-4608-90e9-2dac42174d55.jpg,"[{""spec"": ""0.035kg/pack*1"", ""price_usd"": 6.13, ""stock"": 286}, {""spec"": ""0.035kg/pack*5"", ""price_usd"": 29.71, ""stock"": 30}]"
2302,TO32793,馬霸選擇#9 咖啡 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙、東方煙草,精細切割,輕柔至中等,,,4.62,31,0,310,2265,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/6a52bf67-eb5e-48be-a235-a9ad411091a2.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 284}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 26}]"
2464,TO32877,PS NUMBER 96 倫敦出口 (袋裝 帶紙),手卷丝,,0.035kg/pack*1,0.05 kg/包,,,,,,,6.13,42,0,304,1510,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/f550a193-292c-4451-9693-ff03fc3008f9.jpg,"[{""spec"": ""0.035kg/pack*1"", ""price_usd"": 6.13, ""stock"": 284}, {""spec"": ""0.035kg/pack*5"", ""price_usd"": 29.71, ""stock"": 20}]"
2463,TO32870,PS NUMBER 94 土耳其出口 (袋裝 帶紙),手卷丝,,0.035kg/pack*1,0.05 kg/包,,,,,,,6.13,42,0,303,1629,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/e3b3e2a8-c136-42c4-bdaf-d399d59a461a.jpg,"[{""spec"": ""0.035kg/pack*1"", ""price_usd"": 6.13, ""stock"": 283}, {""spec"": ""0.035kg/pack*5"", ""price_usd"": 29.71, ""stock"": 20}]"
2451,TO32928,PS NUMBER 91 丹麥出口,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,293,35,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/2255592c-fb48-437e-a93d-3f97c301e834.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 271}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 22}]"
2507,TO32897,紅田 黑醋栗 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,280,196,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/8b75c243-7324-4e77-a04d-5aa76e9e8020.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 264}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 16}]"
2508,TO32898,紅田 櫻桃 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,276,210,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/dac49714-a4ae-4a62-94ce-e47ae14b6d92.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 256}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 20}]"
2502,TO32894,紅田 蘋果 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,267,218,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/9bbaac3b-743b-435d-857b-d5344550ac3a.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 248}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 19}]"
2513,TO32903,紅田 葡萄 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,266,230,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/339a88c8-589c-49a7-92c6-1eac2e03654b.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 249}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 17}]"
2515,TO32905,紅田 皇家基爾 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,257,245,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/da6947d1-855e-4e67-8cb5-9cf07433abb9.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 244}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 13}]"
2514,TO32904,紅田 榛果 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,254,246,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/51f0a736-2be7-4e79-8264-f17c48080b49.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 236}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 18}]"
2454,TO32873,PS NUMBER 95 斯德哥爾摩 混合,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,239,759,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/a8113bf3-1997-4f39-b13f-37fa86621921.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 228}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 11}]"
2509,TO32899,紅田 巧克力 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,232,285,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/2974f58b-0b90-43df-9991-a815efc34ab4.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 220}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 12}]"
2517,TO32907,紅田 薄荷 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,177,206,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/6d019084-cebb-4e8b-a38b-b9f40a077118.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 174}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 3}]"
2505,TO32895,紅田 香蕉 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,177,196,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/1ba60d65-5c7e-4cc7-a57d-6f8c1b9427ce.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 171}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 6}]"
2519,TO32909,紅田 桃子 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,174,211,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/a0eeee6e-c6c7-404a-a2a1-c21d27a70d04.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 167}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 7}]"
2510,TO32900,紅田 巧克力薄荷 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,173,217,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/075bc6d6-1f1f-4b71-8d3a-0da5d8930af6.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 167}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 6}]"
2521,TO32911,紅田 草莓 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,171,215,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/bfd873c9-985b-4fd1-a46a-145b2bc3ca53.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 163}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 8}]"
2511,TO32901,紅田 柑橘 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,170,227,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/67a30d7d-302e-4e66-ada7-195aa57935b9.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 162}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 8}]"
2516,TO32906,紅田 芒果 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,169,219,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/aeef240d-2756-4c6b-8b53-b896e8d2b9f5.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 159}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 10}]"
2518,TO32908,紅田 香橙 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,162,233,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/8909f566-1467-489c-9d0b-7f6f2b6af117.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 154}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 8}]"
2522,TO32912,紅田 香草 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,152,229,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/39db74a7-a7ca-441f-857b-944a2366a259.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 152}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 0}]"
2298,TO32802,馬霸選擇#24 朗姆咖啡 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,手卷絲,弗吉尼亞煙草、白肋煙、東方煙草,絲切（精細切割）,輕柔,,,4.62,31,0,117,2545,TRUE,10, ,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260316/180ca4e7-95ea-4707-a29b-3316d0f0732e.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.62, ""stock"": 117}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 22.09, ""stock"": 0}]"
2450,TO32868,PS NUMBER 93 阿姆斯特丹 手捲,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,110,1219,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/bdde0e37-b6db-4570-b16f-8259cc6d4b5b.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 110}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 0}]"
2453,TO32878,PS NUMBER 96 倫敦出口,手卷丝,,0.15kg/box*1,0.23 kg/罐,,,,,,,22.24,151,0,99,1112,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260504/ea8718da-82ee-4355-af18-62974d30cfd7.jpg,"[{""spec"": ""0.15kg/box*1"", ""price_usd"": 22.24, ""stock"": 99}, {""spec"": ""0.15kg/box*3"", ""price_usd"": 64.74, ""stock"": 0}]"
2520,TO32910,紅田 樹莓鳳梨 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,99,300,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/d85d4f63-bef2-43f5-a106-67f144c9ac51.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 98}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 1}]"
2462,TO32876,PS NUMBER 91 丹麥出口 (袋裝 帶紙),手卷丝,,0.035kg/pack*1,0.05 kg/包,,,,,,,6.13,42,0,69,2461,TRUE,10,🔥熱銷單品,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260409/a27245c8-6772-4f82-b0e2-9062ab5c2311.jpg,"[{""spec"": ""0.035kg/pack*1"", ""price_usd"": 6.13, ""stock"": 69}, {""spec"": ""0.035kg/pack*5"", ""price_usd"": 29.71, ""stock"": 0}]"
2512,TO32902,紅田 伯爵紅茶 (帶紙),手卷丝,,0.03kg/pack*1,0.05 kg/包,,,,,,,4.29,29,0,57,318,TRUE,0,,TRUE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260417/b1b29eac-8a69-49be-bc8e-f23b79743b2e.jpg,"[{""spec"": ""0.03kg/pack*1"", ""price_usd"": 4.29, ""stock"": 47}, {""spec"": ""0.03kg/pack*5"", ""price_usd"": 20.59, ""stock"": 10}]"
2768,-,手捲精選 2號 (33包套餐),手卷丝组合,,"Bugler Gold 0.0184kg/pack*1
Bugler Original 0.0184kg/pack*1
Drum Bright Blue 0.05kg/pack*1
Drum The Original 0.05kg/pack*1
GV The Original 0.05kg/pack*1
GV Bright Yellow 0.05kg/pack*1
Old Holborn Yellow 0.025kg/pack*1
Old Holborn Blonde 0.025kg/pack*1
American Spirit Blue 0.03kg/pack*1
American Spirit Yellow 0.03kg/pack*1
CB Bright Virginia 0.05kg/pack*1
CB Virginia 0.05kg/pack*1
CB Cherry 0.05kg/pack*1
CB Menthol 0.05kg/pack*1
Colts Vanilla 0.03kg/pack*1
Colts Apple&Cinnamon 0.03kg/pack*1
Colts Cherry 0.03kg/pack*1
BS Premium Virginia  0.04kg/pack*1
BS Rich Virginia  0.04kg/pack*1
Choice #01 Original 0.03kg/pack*1
Choice #05 Aromatic 0.03kg/pack*1
Choice #33 Kir Royal 0.03kg/pack*1
MB Virginal 0.03kg/pack*1
MB Halfzware 0.03kg/pack*1
Ams Xxx Honest 0.025kg/pack*1
Ams Xxx Chffee Ice 0.025kg/pack*1
Ams Xxx Apple Ice  0.025kg/pack*1
PS 94 Turkish 0.035kg/pack*1
PS 96 London 0.035kg/pack*1
PS 95 Stockholm 0.035kg/pack*1
RF Rasp Pineap 0.03kg/pack*1
RF Earl grey tea 0.03kg/pack*1
RF Watemel Cantal 0.03kg/pack*1",,,,,,,,169.88,1155,0,14,53,TRUE,0,,FALSE,,https://picture.pipeuncle.com/pipeuncle-images/image/20260601/6f191b59-477b-40d8-9209-4bc954531127.jpg,"[{""spec"": ""Bugler Gold 0.0184kg/pack*1\nBugler Original 0.0184kg/pack*1\nDrum Bright Blue 0.05kg/pack*1\nDrum The Original 0.05kg/pack*1\nGV The Original 0.05kg/pack*1\nGV Bright Yellow 0.05kg/pack*1\nOld Holborn Yellow 0.025kg/pack*1\nOld Holborn Blonde 0.025kg/pack*1\nAmerican Spirit Blue 0.03kg/pack*1\nAmerican Spirit Yellow 0.03kg/pack*1\nCB Bright Virginia 0.05kg/pack*1\nCB Virginia 0.05kg/pack*1\nCB Cherry 0.05kg/pack*1\nCB Menthol 0.05kg/pack*1\nColts Vanilla 0.03kg/pack*1\nColts Apple&Cinnamon 0.03kg/pack*1\nColts Cherry 0.03kg/pack*1\nBS Premium Virginia  0.04kg/pack*1\nBS Rich Virginia  0.04kg/pack*1\nChoice #01 Original 0.03kg/pack*1\nChoice #05 Aromatic 0.03kg/pack*1\nChoice #33 Kir Royal 0.03kg/pack*1\nMB Virginal 0.03kg/pack*1\nMB Halfzware 0.03kg/pack*1\nAms Xxx Honest 0.025kg/pack*1\nAms Xxx Chffee Ice 0.025kg/pack*1\nAms Xxx Apple Ice  0.025kg/pack*1\nPS 94 Turkish 0.035kg/pack*1\nPS 96 London 0.035kg/pack*1\nPS 95 Stockholm 0.035kg/pack*1\nRF Rasp Pineap 0.03kg/pack*1\nRF Earl grey tea 0.03kg/pack*1\nRF Watemel Cantal 0.03kg/pack*1"", ""price_usd"": 169.88, ""stock"": 14}]"
