渠道,产品名称,品牌,口味,不加税价格 (¥),单包含税价 (¥),美元价格 ($),毛重 (g),运费 (¥),价格/500g (¥),平摊运费 (¥/包),平摊运费后烟丝成本/20支,20支成品烟价 (¥),规格 (g),库存,分类
华盛,登喜路深蓝(混合) Dunhill Dark Blue BCF (Mix)  (1条10盒）,登喜路,登喜路深蓝(混合) Dunhill Dark Blue BCF (Mix)  (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 1,烟斗（斗草）
华盛,登喜路香槟 Dunhill Champagne  (1条10盒）,登喜路,登喜路香槟 Dunhill Champagne  (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 1,烟斗（斗草）
华盛,登喜路深绿色(增强) Dunhill Dark Green (Boost)  (1条10盒）,登喜路,登喜路深绿色(增强) Dunhill Dark Green (Boost)  (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 2,烟斗（斗草）
华盛,登喜路经典 Dunhill Evo Classic (1条10盒）,登喜路,登喜路经典 Dunhill Evo Classic (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 3,烟斗（斗草）
华盛,登喜路薄荷 Dunhill Menthol  (1条10盒）,登喜路,登喜路薄荷 Dunhill Menthol  (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 2,烟斗（斗草）
华盛,登喜路浅蓝 Dunhill Light Blue  (1条10盒）,登喜路,登喜路浅蓝 Dunhill Light Blue  (1条10盒）,353.3,529.95,52.03,0,0,,,,,0,库存仅剩 1,烟斗（斗草）
华盛,万宝路维斯塔热带飞溅 Marlboro Vista Tropical Splash  (1条10盒）,万宝路,万宝路维斯塔热带飞溅 Marlboro Vista Tropical Splash  (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 3,其他
华盛,万宝路维斯塔夏日狂欢 Marlboro Vista Summer Splash  (1条10盒）,万宝路,万宝路维斯塔夏日狂欢 Marlboro Vista Summer Splash  (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 1,其他
华盛,万宝路维斯塔薄荷 Marlboro Vista Menthol  (1条10盒）,万宝路,万宝路维斯塔薄荷 Marlboro Vista Menthol  (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 3,其他
华盛,万宝路维斯塔冰爆珠 Marlboro Vista Ice Blast  (1条10盒）,万宝路,万宝路维斯塔冰爆珠 Marlboro Vista Ice Blast  (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 3,其他
华盛,万宝路维斯塔双爆 Marlboro Vista Double Burst  (1条10盒）,万宝路,万宝路维斯塔双爆 Marlboro Vista Double Burst  (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 5,其他
华盛,万宝路硬红 Marlboro Hard Red (1条10盒）,万宝路,万宝路硬红 Marlboro Hard Red (1条10盒）,355.76,533.64,52.39,0,0,,,,,0,库存仅剩 2,其他
华盛,拉特雷蛇之年 Rattray&#8217;s Year of Snake 100g,拉特雷,蛇之年 &#8217;s Year of Snake,0.01,0.01,,120,19.20,0.05,19.2,2.24,6.34,100,无货,烟斗（斗草）
华盛,野牛 Bison 50g,野牛,野牛 Bison,31.65,47.47,4.66,60,9.60,474.7,9.6,15.53,19.63,50,有货,烟斗（斗草）
华盛,小骏马香草 Colts Vanilla 40g,小骏马,香草 Vanilla,27.14,40.71,4.0,48,7.68,508.88,7.68,16.49,20.59,40,有货,手卷（手卷丝）
华盛,小骏马薄荷 Colts Menthol 40g,小骏马,薄荷 Menthol,27.14,40.71,4.0,48,7.68,508.88,7.68,16.49,20.59,40,有货,手卷（手卷丝）
华盛,小骏马樱桃 Colts Cherry 40g,小骏马,樱桃 Cherry,27.14,40.71,4.0,48,7.68,508.88,7.68,16.49,20.59,40,有货,手卷（手卷丝）
华盛,小骏马顺滑 Colts Smooth Taste 40g,小骏马,顺滑 Smooth Taste,27.14,40.71,4.0,48,7.68,508.88,7.68,16.49,20.59,40,有货,烟斗（斗草）
华盛,小骏马绿茶 Colts Green Tea 40g,小骏马,绿茶 Green Tea,27.14,40.71,4.0,48,7.68,508.88,7.68,16.49,20.59,40,有货,手卷（手卷丝）
华盛,小皇家樱桃 Royal Cherry 20g,小皇家,樱桃 Royal Cherry,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家原味 Royal Original 20g,小皇家,原味 Royal Original,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家菠萝 Royal Pineapple 20g,小皇家,菠萝 Royal Pineapple,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家蓝莓 Royal Blueberry 20g,小皇家,蓝莓 Royal Blueberry,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家苹果 Royal Apple 20g,小皇家,苹果 Royal Apple,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家草莓 Royal Strawberry 20g,RAW,小皇家草莓 berry,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,小皇家香草 Royal Vanilla 20g,小皇家,香草 Royal Vanilla,14.77,22.16,2.18,24,3.84,554.0,3.84,17.75,21.85,20,有货,烟斗（斗草）
华盛,马坝原味 Mac Baren Original 50g,馬霸,马坝原味 Original,37.31,55.97,5.49,60,9.60,559.7,9.6,17.91,22.01,50,有货,烟斗（斗草）
华盛,蝴蝶薄荷 Butterfly Menthol 50g,蝴蝶薄荷,Butterfly Menthol,37.99,56.98,5.59,60,9.60,569.8,9.6,18.19,22.29,50,有货,烟斗（斗草）
华盛,蝴蝶中烧 Butterfly Mild 50g,蝴蝶中烧,Butterfly Mild,37.99,56.98,5.59,60,9.60,569.8,9.6,18.19,22.29,50,有货,烟斗（斗草）
华盛,蝴蝶手烧 Butterfly Black 50g,蝴蝶手烧,Butterfly Black,37.99,56.98,5.59,60,9.60,569.8,9.6,18.19,22.29,50,有货,烟斗（斗草）
华盛,斯坦威尔混 Stanwell Melange 50g,斯坦威尔混,Stanwell Melange,39.49,59.23,5.82,60,9.60,592.3,9.6,18.82,22.92,50,有货,烟斗（斗草）
华盛,黑船长樱桃 Captain Black Cherry 40g,黑船长,樱桃 Cherry,31.65,47.47,4.66,48,7.68,593.38,7.68,18.85,22.95,40,有货,烟斗（斗草）
华盛,黑船长薄荷 Captain Black Menthol 40g,黑船长,薄荷 Menthol,31.65,47.47,4.66,48,7.68,593.38,7.68,18.85,22.95,40,有货,烟斗（斗草）
华盛,黑船长黄维吉尼亚 Captain Black Bright Virginia 40g,黑船长,黄维吉尼亚 Bright Virginia,31.65,47.47,4.66,48,7.68,593.38,7.68,18.85,22.95,40,有货,烟斗（斗草）
华盛,黑船长香草 Captain Black Vanilla 40g,黑船长,香草 Vanilla,31.65,47.47,4.66,48,7.68,593.38,7.68,18.85,22.95,40,无货,烟斗（斗草）
华盛,黑船长维吉尼亚 Captain Black Virginia 40g,黑船长,维吉尼亚 Virginia,31.65,47.47,4.66,48,7.68,593.38,7.68,18.85,22.95,40,有货,烟斗（斗草）
华盛,丰收桶装 Harvest Volume 100g,丰收,桶装 Harvest Volume,80.23,120.34,11.82,120,19.20,601.7,19.2,19.09,23.19,100,有货,手卷（手卷丝）
华盛,黑蜘蛛冰冻莫吉托 Black Spider Frozen Mojito 40g,黑蜘蛛,冰冻莫吉托 Frozen Mojito,32.17,48.26,4.74,48,7.68,603.25,7.68,19.13,23.23,40,有货,烟斗（斗草）
华盛,黑蜘蛛柚子 Black Spider Yuzu 40g,黑蜘蛛,柚子 Yuzu,32.17,48.26,4.74,48,7.68,603.25,7.68,19.13,23.23,40,有货,手卷（手卷丝）
华盛,黑蜘蛛芒果酸奶昔 Black Spider Mango Lassi 40g,黑蜘蛛,芒果酸奶昔 Mango Lassi,32.17,48.26,4.74,48,7.68,603.25,7.68,19.13,23.23,40,有货,手卷（手卷丝）
华盛,黑蜘蛛吉尔 Black Spider Kir 40g,黑蜘蛛,吉尔 Kir,32.17,48.26,4.74,48,7.68,603.25,7.68,19.13,23.23,40,有货,手卷（手卷丝）
华盛,黑蜘蛛干姜 Black Spider Ginger Ale 40g,黑蜘蛛,干姜 Ginger Ale,32.17,48.26,4.74,48,7.68,603.25,7.68,19.13,23.23,40,有货,手卷（手卷丝）
华盛,奥斯丁重烧 Austin Zware Shag 50g,奥斯丁重烧,Austin Zware Shag,41.05,61.57,6.05,60,9.60,615.7,9.6,19.48,23.58,50,有货,手卷（手卷丝）
华盛,奥斯丁中烧 Austin Halfzware 50g,奥斯丁中烧,Austin Halfzware,41.05,61.57,6.05,60,9.60,615.7,9.6,19.48,23.58,50,有货,手卷（手卷丝）
华盛,红场天然 Red Field Natural 40g,紅場,红场天然 Natural,33.79,50.69,4.98,48,7.68,633.62,7.68,19.98,24.08,40,有货,手卷（手卷丝）
华盛,红场美混 Red Field American Blend 40g,紅場,红场美混 American Blend,33.79,50.69,4.98,48,7.68,633.62,7.68,19.98,24.08,40,有货,手卷（手卷丝）
华盛,红场双香草 Red Field Double Vanilla 40g,紅場,红场双香草 Double Vanilla,33.79,50.69,4.98,48,7.68,633.62,7.68,19.98,24.08,40,有货,手卷（手卷丝）
华盛,好味菠萝 Taste Pineapple 15g,好味,菠萝 Taste Pineapple,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味草莓 Taste Strawberry 15g,RAW,好味草莓 berry,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味香草 Taste Vanilla 15g,好味,香草 Taste Vanilla,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味樱桃 Taste Cherry 15g,好味,樱桃 Taste Cherry,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味芒果 Taste Mango 15g,好味,芒果 Taste Mango,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味蓝莓 Taste Blueberry 15g,好味,蓝莓 Taste Blueberry,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味苹果 Taste Apple 15g,好味,苹果 Taste Apple,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
华盛,好味原味 Taste Original 15g,好味,原味 Taste Original,12.73,19.09,1.87,18,2.88,636.33,2.88,20.06,24.16,15,有货,烟斗（斗草）
花店,阿姆斯特丹/Amsterdamer Original Virginia 30g装,阿姆斯特丹,Original Virginia,25.74,38.61,3.79,36,5.76,643.5,5.76,20.26,24.36,30,?,手卷（手卷丝）
花店,阿姆斯特丹/Amsterdamer Dark Virginia 30g装,阿姆斯特丹,Dark Virginia,25.74,38.61,3.79,36,5.76,643.5,5.76,20.26,24.36,30,?,手卷（手卷丝）
花店,阿姆斯特丹/Amsterdamer Bright Virginia 30g装,阿姆斯特丹,Bright Virginia,25.74,38.61,3.79,36,5.76,643.5,5.76,20.26,24.36,30,?,手卷（手卷丝）
华盛,史丹利琥珀 Stanley Amber 30G,史丹利,琥珀 Amber,26.1,39.15,3.84,36,5.76,652.5,5.76,20.51,24.61,30,有货,手卷（手卷丝）
华盛,史丹利维吉尼亚 Stanley Virginia 30G,史丹利,维吉尼亚 Virginia,26.1,39.15,3.84,36,5.76,652.5,5.76,20.51,24.61,30,有货,手卷（手卷丝）
华盛,切格瓦拉蓝 Che Blue 40g (较干）,切格瓦拉蓝,Che Blue 40g,35.34,53.01,5.2,48,7.68,662.62,7.68,20.79,24.89,40,无货,手卷（手卷丝）
华盛,切格瓦拉红 Che Red 40g (较干）,切格瓦拉红,Che Red 40g,35.34,53.01,5.2,48,7.68,662.62,7.68,20.79,24.89,40,无货,手卷（手卷丝）
华盛,切格瓦拉灰 Che Grey 40g,切格瓦拉灰,Che Grey,35.34,53.01,5.2,48,7.68,662.62,7.68,20.79,24.89,40,无货,手卷（手卷丝）
华盛,切格瓦拉薄荷 Che Menthol 40g,切格瓦拉薄荷,Che Menthol,35.34,53.01,5.2,48,7.68,662.62,7.68,20.79,24.89,40,有货,手卷（手卷丝）
华盛,红牛香草 Red Bull Vanilla 40g,紅牛,香草 Red Bull Vanilla,35.45,53.18,5.22,48,7.68,664.75,7.68,20.85,24.95,40,有货,手卷（手卷丝）
华盛,红牛苹果 Red Bull Apple 40g,紅牛,苹果 Red Bull Apple,35.45,53.18,5.22,48,7.68,664.75,7.68,20.85,24.95,40,无货,手卷（手卷丝）
华盛,黑鹰桶装 Black Hawk Volume 100g,黑鷹,黑鹰桶装 Volume,89.1,133.65,13.12,120,19.20,668.25,19.2,20.95,25.05,100,有货,手卷（手卷丝）
华盛,黑鹰卡布奇诺桶装 Black Hawk Cappuccino 100g,黑鷹,黑鹰卡布奇诺桶装 Cappuccino,89.1,133.65,13.12,120,19.20,668.25,19.2,20.95,25.05,100,有货,手卷（手卷丝）
华盛,马坝酋长 Chiefston 50g,马坝酋长,Chiefston,44.55,66.82,6.56,60,9.60,668.2,9.6,20.95,25.05,50,无货,烟斗（斗草）
华盛,丰收野梅 Harvest Wild Berry 40g,丰收,野梅 Harvest Wild Berry,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收樱桃 Harvest Cherry 40g,丰收,樱桃 Harvest Cherry,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,无货,手卷（手卷丝）
华盛,丰收草莓 Harvest Strawberry 40g,RAW,丰收草莓 berry,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收原味 Harvest Original 40g,丰收,原味 Harvest Original,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收香草 Harvest Vanilla 40g,丰收,香草 Harvest Vanilla,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收黑莓 Harvest Black Currant 40g,丰收,黑莓 Harvest Black Currant,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收双香草 Harvest Double Vanilla 40g,丰收,双香草 Harvest Double Vanilla,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,丰收咖啡 Harvest Coffee 40g,丰收,咖啡 Harvest Coffee,35.93,53.89,5.29,48,7.68,673.62,7.68,21.1,25.2,40,有货,手卷（手卷丝）
华盛,黄巴厘 Bali Shag Yellow 40g,巴厘,黄 Yellow,36.2,54.3,5.33,48,7.68,678.75,7.68,21.24,25.34,40,无货,手卷（手卷丝）
华盛,蓝巴厘 Bali Shag Blue 40g,巴厘,蓝 Blue,36.2,54.3,5.33,48,7.68,678.75,7.68,21.24,25.34,40,无货,手卷（手卷丝）
华盛,红巴厘 Bali Shag Red 40g,巴厘,红 Red,36.2,54.3,5.33,48,7.68,678.75,7.68,21.24,25.34,40,无货,手卷（手卷丝）
华盛,红牛红 Red Bull Blond 40g,紅牛,红 Red Bull Blond,37.08,55.62,5.46,48,7.68,695.25,7.68,21.71,25.81,40,有货,手卷（手卷丝）
华盛,红牛手烧 Red Bull Halfzware 40g,紅牛,手烧 Red Bull Halfzware,37.08,55.62,5.46,48,7.68,695.25,7.68,21.71,25.81,40,有货,手卷（手卷丝）
华盛,红牛维吉尼亚 Red Bull Virginia 40g,紅牛,维吉尼亚 Red Bull Virginia,37.25,55.88,5.49,48,7.68,698.5,7.68,21.8,25.9,40,有货,手卷（手卷丝）
华盛,马坝芬芳 Mac Baren Aromatic 40g,馬霸,马坝芬芳 Aromatic,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝双苹果 Mac Baren Double Apple 40g,馬霸,马坝双苹果 Double Apple,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝基尔 Mac Baren Kir 40g,馬霸,马坝基尔 Kir,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝红牛 Mac Baren Boost 40g,馬霸,马坝红牛 Boost,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝苹果 Mac Baren Apple 40g,馬霸,马坝苹果 Apple,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝双香草 Mac Baren Double Vanilla 40g,馬霸,马坝双香草 Double Vanilla,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝香草 Mac Baren Vanilla 40g,馬霸,马坝香草 Vanilla,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝咖啡 Mac Baren Cafe 40g,馬霸,马坝咖啡 Cafe,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,马坝双葡萄 Mac Baren Double Grapes 40g,馬霸,马坝双葡萄 Double Grapes,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,Mac Baren Double Menthol 马坝双薄荷 40g,馬霸,Double Menthol 马坝双薄荷,37.31,55.97,5.49,48,7.68,699.62,7.68,21.83,25.93,40,有货,烟斗（斗草）
华盛,皇家酒梅 Ark Royal Wine Berry 40g,老船长,皇家酒梅 Wine Berry,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家椰子菠萝 Ark Royal Pina Colada 40g,老船长,皇家椰子菠萝 Pina Colada,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
华盛,皇家拉塔基亚 Ark Royal Latakia 40g,老船长,皇家拉塔基亚 Latakia,37.67,56.51,5.55,48,7.68,706.38,7.68,22.02,26.12,40,有货,烟斗（斗草）
